"park_era_hand_id","park_era_id","hand","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","hand_effect","hand_se","delta_hand","pf_index_hand","hand_se_combined","component"
"venue_15__humidor__L","venue_15__humidor","L",15197,"15","Chase Field","AZ",0.00175970761786398,0.00242624597962703,4.09372636769698e-05,0.000646809007953527,0.00180064488154095,151.735256626063,0.00251098216768382,"bacon_resid"
"venue_15__humidor__R","venue_15__humidor","R",17268,"15","Chase Field","AZ",0.00175970761786398,0.00242624597962703,-2.92769074016407e-05,0.000646689295166955,0.00173043071046234,149.717897069619,0.00251095133328782,"bacon_resid"
"venue_16__base__L","venue_16__base","L",4147,"16","Turner Field","ATL",-0.00322101739076443,0.00395251953971884,3.79663037575334e-05,0.000652802789312331,-0.0031830510870069,8.54611782238627,0.00400606567514728,"bacon_resid"
"venue_16__base__R","venue_16__base","R",4244,"16","Turner Field","ATL",-0.00322101739076443,0.00395251953971884,-5.93097417036771e-05,0.000652772892087624,-0.00328032713246811,5.75122959811992,0.00400606080339574,"bacon_resid"
"venue_17__base__L","venue_17__base","L",17473,"17","Wrigley Field","CHC",-0.00189834304526473,0.00222524393834923,0.000107420292750374,0.000644916774375155,-0.00179092275251435,48.544074876389,0.00231681424180499,"bacon_resid"
"venue_17__base__R","venue_17__base","R",25447,"17","Wrigley Field","CHC",-0.00189834304526473,0.00222524393834923,-0.000119999289406388,0.000644560675794236,-0.00201834233467112,42.0099655884969,0.0023167151421658,"bacon_resid"
"venue_19__base__L","venue_19__base","L",19312,"19","Coors Field","COL",0.0265100665977177,0.00217028990278924,7.2038086239405e-05,0.000644024123956463,0.0265821046839571,863.744157209105,0.00226382979359908,"bacon_resid"
"venue_19__base__R","venue_19__base","R",27789,"19","Coors Field","COL",0.0265100665977177,0.00217028990278924,0.000103625653736512,0.000643677483869869,0.0266136922514542,864.651715899554,0.00226373120431512,"bacon_resid"
"venue_1__base__L","venue_1__base","L",15965,"1","Angel Stadium","LAA",-0.00562087426657495,0.00221544240943528,-8.77678309172385e-06,0.000645180832268259,-0.00562965104966667,-61.7484073375099,0.00230747554176654,"bacon_resid"
"venue_1__base__R","venue_1__base","R",27630,"1","Angel Stadium","LAA",-0.00562087426657495,0.00221544240943528,-2.846883422691e-05,0.000644668186889116,-0.00564934310080186,-62.3141898132308,0.00230733225624558,"bacon_resid"
"venue_22__base__L","venue_22__base","L",18210,"22","Dodger Stadium","LAD",-0.00407850199647867,0.00223340944403488,-0.000146189696844739,0.000644925283920791,-0.00422469169332341,-21.3817955781698,0.00232466048414484,"bacon_resid"
"venue_22__base__R","venue_22__base","R",23980,"22","Dodger Stadium","LAD",-0.00407850199647867,0.00223340944403488,0.000119164305884258,0.000644663506845159,-0.00395933769059441,-13.7577728912593,0.00232458787352987,"bacon_resid"
"venue_2392__base__L","venue_2392__base","L",15393,"2392","Minute Maid Park","HOU",0.00421890047473884,0.00222914670956509,-2.90496991292584e-05,0.000645477399628611,0.00418985077560958,220.380763204996,0.00232071888133746,"bacon_resid"
"venue_2392__base__R","venue_2392__base","R",27485,"2392","Minute Maid Park","HOU",0.00421890047473884,0.00222914670956509,5.70054129804446e-05,0.000644940810778708,0.00427590588771928,222.853257006867,0.00232056969345305,"bacon_resid"
"venue_2394__base__L","venue_2394__base","L",10779,"2394","Comerica Park","DET",-0.00747836923514739,0.00251494728998112,-0.00013478124361172,0.000648243661104393,-0.00761315047875911,-118.737352261469,0.00259714838150334,"bacon_resid"
"venue_2394__base__R","venue_2394__base","R",19326,"2394","Comerica Park","DET",-0.00747836923514739,0.00251494728998112,8.52273013798275e-05,0.000647708777843638,-0.00739314193376756,-112.416173304004,0.00259701492723455,"bacon_resid"
"venue_2394__cf_in_412__L","venue_2394__cf_in_412","L",6523,"2394","Comerica Park","DET",-0.00344695117244467,0.00315004735766335,2.78703788056935e-05,0.000651128212156858,-0.00341908079363897,1.76462660823036,0.00321663897635225,"bacon_resid"
"venue_2394__cf_in_412__R","venue_2394__cf_in_412","R",8543,"2394","Comerica Park","DET",-0.00344695117244467,0.00315004735766335,-5.07109224995843e-05,0.000650886489174295,-0.00349766209494425,-0.49313328141507,0.00321659005428287,"bacon_resid"
"venue_2395__base__L","venue_2395__base","L",9417,"2395","AT&T Park","SFG",-0.00566373467487289,0.00285525244934178,-9.66024291684126e-05,0.000649870709448344,-0.0057603371040413,-65.5032157563321,0.00292827568518934,"bacon_resid"
"venue_2395__base__R","venue_2395__base","R",11566,"2395","AT&T Park","SFG",-0.00566373467487289,0.00285525244934178,5.90728057879522e-05,0.000649678402547747,-0.00560466186908494,-61.0304303041013,0.00292823301262199,"bacon_resid"
"venue_2395__bullpen_center__L","venue_2395__bullpen_center","L",10129,"2395","Oracle Park","SFG",-0.00117402331054934,0.00270074199136057,-3.94445411177229e-05,0.000649090002764362,-0.00121346785166706,65.1352294075069,0.0027776474102353,"bacon_resid"
"venue_2395__bullpen_center__R","venue_2395__bullpen_center","R",13134,"2395","Oracle Park","SFG",-0.00117402331054934,0.00270074199136057,3.16651066605926e-05,0.000648847661491601,-0.00114235820388874,67.1783173667783,0.00277759078910508,"bacon_resid"
"venue_2397__base__L","venue_2397__base","L",39,"2397","Tokyo Dome","CHC",-0.00101510466971179,0.00787982874335223,-5.76316190306843e-06,0.000655219001705185,-0.00102086783161486,70.6689199012472,0.00790702301531717,"bacon_resid"
"venue_2397__base__R","venue_2397__base","R",49,"2397","Tokyo Dome","CHC",-0.00101510466971179,0.00787982874335223,-9.63229450474994e-07,0.000655208673419284,-0.00101606789916227,70.8068292357131,0.00790702215946584,"bacon_resid"
"venue_2523__steinbrenner__L","venue_2523__steinbrenner","L",1914,"2523","George M. Steinbrenner Field","TBR",0.00281199347808808,0.00492788900108954,-2.3099561488168e-05,0.000653901914500052,0.00278889391659992,180.129149260506,0.00497108415950143,"bacon_resid"
"venue_2523__steinbrenner__R","venue_2523__steinbrenner","R",2157,"2523","George M. Steinbrenner Field","TBR",0.00281199347808808,0.00492788900108954,4.17326829598762e-05,0.000653826850112817,0.00285372616104796,181.991877907641,0.00497107428600576,"bacon_resid"
"venue_2529__sutter_health__L","venue_2529__sutter_health","L",2683,"2529","Sutter Health Park","ATH",0.0157185085159964,0.00414084538511537,1.46875834729196e-05,0.000653316323321717,0.0157331960994693,552.038570235817,0.00419206664090039,"bacon_resid"
"venue_2529__sutter_health__R","venue_2529__sutter_health","R",4230,"2529","Sutter Health Park","ATH",0.0157185085159964,0.00414084538511537,8.9468020305997e-05,0.000652960678820475,0.0158079765363024,554.187125528329,0.00419201122988918,"bacon_resid"
"venue_2536__base__L","venue_2536__base","L",8,"2536","TD Ballpark","TOR",0.00155329214821204,0.00795931171698006,6.28319106129377e-06,0.000655251689004781,0.00155957533927333,144.808963295381,0.00798623802450188,"bacon_resid"
"venue_2536__base__R","venue_2536__base","R",38,"2536","TD Ballpark","TOR",0.00155329214821204,0.00795931171698006,4.0093937203591e-06,0.000655220078268209,0.0015573015419324,144.743633651455,0.00798623543097885,"bacon_resid"
"venue_2536__dunedin__L","venue_2536__dunedin","L",251,"2536","TD Ballpark","TOR",0.00658008448089909,0.00656042201782157,5.74903074123771e-06,0.000655013577320612,0.00658583351164033,289.220978724942,0.00659304025760441,"bacon_resid"
"venue_2536__dunedin__R","venue_2536__dunedin","R",835,"2536","TD Ballpark","TOR",0.00658008448089909,0.00656042201782157,3.78526043201707e-05,0.000654623516882923,0.00661793708521926,290.143363052216,0.00659300151681874,"bacon_resid"
"venue_2602__base__L","venue_2602__base","L",17583,"2602","Great American Ball Park","CIN",0.00743794327634578,0.00222237497493061,0.000243716226386582,0.000644857723481098,0.00768165950273236,320.705720357139,0.0023140423532708,"bacon_resid"
"venue_2602__base__R","venue_2602__base","R",25388,"2602","Great American Ball Park","CIN",0.00743794327634578,0.00222237497493061,-0.000194430158815239,0.000644506181661764,0.00724351311753054,308.117110625942,0.00231394441320401,"bacon_resid"
"venue_2680__base__L","venue_2680__base","L",17585,"2680","Petco Park","SDP",-0.00639936095255365,0.0022303350225689,0.000107379435618298,0.000644944070032681,-0.00629198151693535,-80.7781655350738,0.00232171211961512,"bacon_resid"
"venue_2680__base__R","venue_2680__base","R",24927,"2680","Petco Park","SDP",-0.00639936095255365,0.0022303350225689,-0.000149783541780308,0.000644613029840837,-0.00654914449433396,-88.1668476493692,0.00232162018235929,"bacon_resid"
"venue_2681__base__L","venue_2681__base","L",19185,"2681","Citizens Bank Park","PHI",0.00312142595927341,0.00221599254501813,-1.02857215406149e-05,0.000644531224072342,0.0031111402377328,189.387774485013,0.00230782223283772,"bacon_resid"
"venue_2681__base__R","venue_2681__base","R",24346,"2681","Citizens Bank Park","PHI",0.00312142595927341,0.00221599254501813,3.09692364630643e-05,0.000644306571219883,0.00315239519573647,190.573091957269,0.00230775950161472,"bacon_resid"
"venue_2735__base__L","venue_2735__base","L",128,"2735","Journey Bank Ballpark","NYM",0.00216886166858783,0.00762296894409607,-1.61090518450022e-06,0.000655130988819188,0.00216725076340333,162.268399264684,0.00765106869235693,"bacon_resid"
"venue_2735__base__R","venue_2735__base","R",107,"2735","Journey Bank Ballpark","NYM",0.00216886166858783,0.00762296894409607,1.59824402684272e-05,0.000655151576243481,0.00218484410885626,162.773882745213,0.00765107045520478,"bacon_resid"
"venue_2756__base__L","venue_2756__base","L",18,"2756","Sahlen Field","TOR",0.000925094287995809,0.00796891134119758,1.04388523960785e-05,0.000655241026076398,0.000935533140391887,126.879285080877,0.00799580444771638,"bacon_resid"
"venue_2756__base__R","venue_2756__base","R",23,"2756","Sahlen Field","TOR",0.000925094287995809,0.00796891134119758,-4.30889712579671e-06,0.000655235717048586,0.000920785390870012,126.455559884425,0.00799580401265336,"bacon_resid"
"venue_2756__buffalo__L","venue_2756__buffalo","L",298,"2756","Sahlen Field","TOR",0.00241924851618433,0.00644503020736941,-1.01702451766368e-05,0.000654971995106802,0.00240907827100769,169.216470088314,0.00647822527304187,"bacon_resid"
"venue_2756__buffalo__R","venue_2756__buffalo","R",899,"2756","Sahlen Field","TOR",0.00241924851618433,0.00644503020736941,2.62009194379963e-05,0.000654582422344887,0.00244544943562232,170.261468774293,0.00647818589742121,"bacon_resid"
"venue_2889__base__L","venue_2889__base","L",17934,"2889","Busch Stadium","STL",-0.00776707862816424,0.00219842777657586,-0.00010910168572182,0.000644557001305381,-0.00787618031388605,-126.294598090507,0.00229096888166384,"bacon_resid"
"venue_2889__base__R","venue_2889__base","R",27043,"2889","Busch Stadium","STL",-0.00776707862816424,0.00219842777657586,5.76346675055913e-05,0.000644165834798445,-0.00770944396065864,-121.504009945368,0.00229085885893083,"bacon_resid"
"venue_2__base__L","venue_2__base","L",9254,"2","Oriole Park at Camden Yards","BAL",-0.00143484773582236,0.00265861988875048,-1.23235577656593e-05,0.000649246718471204,-0.00144717129358802,58.4205753043457,0.00273674642857267,"bacon_resid"
"venue_2__base__R","venue_2__base","R",16457,"2","Oriole Park at Camden Yards","BAL",-0.00143484773582236,0.00265861988875048,2.81582157649533e-06,0.000648723107654804,-0.00143203191424587,58.855552619115,0.00273662225805187,"bacon_resid"
"venue_2__wall_deep__L","venue_2__wall_deep","L",5772,"2","Oriole Park at Camden Yards","BAL",-0.00255694156190535,0.00337818888539371,-1.48688483486902e-05,0.000651682575093824,-0.00257181041025404,26.107988903282,0.00344047239838929,"bacon_resid"
"venue_2__wall_deep__R","venue_2__wall_deep","R",6779,"2","Oriole Park at Camden Yards","BAL",-0.00255694156190535,0.00337818888539371,-2.07422178652254e-06,0.000651536326253094,-0.00255901578369188,26.4755979168161,0.0034404446994284,"bacon_resid"
"venue_2__wall_medium__L","venue_2__wall_medium","L",3392,"2","Oriole Park at Camden Yards","BAL",0.000734086106017898,0.00411382852135134,2.33204242332009e-05,0.000653057770153653,0.000757406530251099,121.761437590772,0.00416534146910452,"bacon_resid"
"venue_2__wall_medium__R","venue_2__wall_medium","R",3663,"2","Oriole Park at Camden Yards","BAL",0.000734086106017898,0.00411382852135134,-1.84561470964659e-05,0.000652991049526926,0.000715629958921432,120.561133377068,0.00416533100891706,"bacon_resid"
"venue_31__base__L","venue_31__base","L",18743,"31","PNC Park","PIT",-0.00325017460350796,0.00219801107797058,0.000168589904436507,0.00064437617611128,-0.00308158469907146,11.4614009371042,0.00229051814121198,"bacon_resid"
"venue_31__base__R","venue_31__base","R",25982,"31","PNC Park","PIT",-0.00325017460350796,0.00219801107797058,-0.000190126546915867,0.000644067022287086,-0.00344030115042383,1.15493359479083,0.00229043118824364,"bacon_resid"
"venue_3289__base__L","venue_3289__base","L",12725,"3289","Citi Field","NYM",-0.00559905430122347,0.0025679371909219,5.08726701629226e-05,0.000648110447372923,-0.00554818163106054,-59.4076674603848,0.00264846154748635,"bacon_resid"
"venue_3289__base__R","venue_3289__base","R",15187,"3289","Citi Field","NYM",-0.00559905430122347,0.0025679371909219,-8.79737017745811e-05,0.000647942798826657,-0.00568702800299805,-63.3969341711186,0.0026484205268558,"bacon_resid"
"venue_3289__rf_in_362__L","venue_3289__rf_in_362","L",6739,"3289","Citi Field","NYM",-0.0084873835062016,0.00316625373345067,0.000167760157431176,0.000651121729273687,-0.00831962334877043,-139.035388595045,0.00323251020275615,"bacon_resid"
"venue_3289__rf_in_362__R","venue_3289__rf_in_362","R",8072,"3289","Citi Field","NYM",-0.0084873835062016,0.00316625373345067,-0.000224000134187909,0.000650956362114497,-0.00871138364038951,-150.291255551705,0.00323247689705087,"bacon_resid"
"venue_32__base__L","venue_32__base","L",17825,"32","American Family Field","MIL",0.000832294090635278,0.00223295350492718,0.000116883123915681,0.000644923104491826,0.000949177214550958,127.27130001135,0.00232422184093385,"bacon_resid"
"venue_32__base__R","venue_32__base","R",24498,"32","American Family Field","MIL",0.000832294090635278,0.00223295350492718,-0.000111368090892665,0.000644620898386173,0.000720925999742613,120.713296656899,0.00232413800317511,"bacon_resid"
"venue_3309__base__L","venue_3309__base","L",20138,"3309","Nationals Park","WSH",-0.00227549866199336,0.00219437947937985,-2.38084339844909e-05,0.000644151861291843,-0.00229930709597785,33.9374221469246,0.0022869702490258,"bacon_resid"
"venue_3309__base__R","venue_3309__base","R",24814,"3309","Nationals Park","WSH",-0.00227549866199336,0.00219437947937985,8.7302898464984e-06,0.000643953572824268,-0.00226676837214686,34.8723090004835,0.00228691440667912,"bacon_resid"
"venue_3312__base__L","venue_3312__base","L",20167,"3312","Target Field","MIN",0.000536455811986462,0.00219233412993034,1.63157237274032e-05,0.000644094473251306,0.000552771535713865,115.881964039054,0.00228499160342665,"bacon_resid"
"venue_3312__base__R","venue_3312__base","R",25005,"3312","Target Field","MIN",0.000536455811986462,0.00219233412993034,-1.27610048463299e-05,0.000643885761028778,0.000523694807140132,115.04654555647,0.00228493278030515,"bacon_resid"
"venue_3313__base__L","venue_3313__base","L",17556,"3313","Yankee Stadium","NYY",-0.00639148082935071,0.00223332680964903,-2.04846807004513e-05,0.000645019112909769,-0.00641196551005116,-84.2254875131608,0.0023246071269606,"bacon_resid"
"venue_3313__base__R","venue_3313__base","R",24804,"3313","Yankee Stadium","NYY",-0.00639148082935071,0.00223332680964903,-2.18672093757298e-05,0.000644692499938672,-0.00641334803872644,-84.2652096574557,0.00232451652138123,"bacon_resid"
"venue_3949__base__L","venue_3949__base","L",12,"3949","Rickwood Field","STL",0.00114063157194566,0.007986287390481,2.25348942646513e-06,0.000655247396131507,0.00114288506137212,132.83682004726,0.00801312270176196,"bacon_resid"
"venue_3949__base__R","venue_3949__base","R",20,"3949","Rickwood Field","STL",0.00114063157194566,0.007986287390481,5.30468124503051e-06,0.000655238884377861,0.00114593625319069,132.924485412801,0.0080131220057451,"bacon_resid"
"venue_3__base__L","venue_3__base","L",18889,"3","Fenway Park","BOS",0.0137747623557029,0.00219257537069665,-0.000101775804254719,0.000644374480180181,0.0136729865514482,492.845627327983,0.0022853019990568,"bacon_resid"
"venue_3__base__R","venue_3__base","R",26480,"3","Fenway Park","BOS",0.0137747623557029,0.00219257537069665,0.000193051556572126,0.000644057629579547,0.0139678139122751,501.316464264863,0.00228521267859365,"bacon_resid"
"venue_4169__base__L","venue_4169__base","L",1732,"4169","Marlins Park","MIA",-0.00295847639386343,0.00492896141541475,9.32017723440122e-05,0.000654028076624677,-0.00286527462151942,17.6763173193845,0.0049721638508461,"bacon_resid"
"venue_4169__base__R","venue_4169__base","R",2541,"4169","Marlins Park","MIA",-0.00295847639386343,0.00492896141541475,-0.000112805534033917,0.000653767114281557,-0.00307128192789735,11.7574151685144,0.00497212953113285,"bacon_resid"
"venue_4169__cf_in_407__L","venue_4169__cf_in_407","L",6374,"4169","Marlins Park","MIA",-0.00353038152424565,0.00311413480057215,2.60040728051483e-05,0.000651197585971399,-0.0035043774514405,-0.686075651801565,0.00318149239384751,"bacon_resid"
"venue_4169__cf_in_407__R","venue_4169__cf_in_407","R",10051,"4169","Marlins Park","MIA",-0.00353038152424565,0.00311413480057215,-4.93974513088447e-05,0.000650792551217907,-0.00357977897555449,-2.85247572325562,0.00318140951479926,"bacon_resid"
"venue_4169__fence_reduced__L","venue_4169__fence_reduced","L",9439,"4169","loanDepot park","MIA",-0.00179454945852309,0.00268963734164575,0.00012656954762478,0.000649208204330358,-0.00166797991089831,52.0764090565192,0.0027668791665241,"bacon_resid"
"venue_4169__fence_reduced__R","venue_4169__fence_reduced","R",14084,"4169","loanDepot park","MIA",-0.00179454945852309,0.00268963734164575,-0.000138460776501626,0.000648836655547001,-0.00193301023502471,44.4616861464504,0.00276679201154634,"bacon_resid"
"venue_4705__suntrust__L","venue_4705__suntrust","L",15230,"4705","Truist Park","ATL",-0.000448403221094442,0.0023640772580794,2.67297578033345e-05,0.000646436040056224,-0.000421673463291108,87.8846822827736,0.0024508653239319,"bacon_resid"
"venue_4705__suntrust__R","venue_4705__suntrust","R",20065,"4705","Truist Park","ATL",-0.000448403221094442,0.0023640772580794,-2.97010135163711e-05,0.00064616632302907,-0.000478104234610813,86.2633406924578,0.00245079419763985,"bacon_resid"
"venue_4__base__L","venue_4__base","L",17150,"4","Guaranteed Rate Field","CHW",-0.00430577320808265,0.00221452131727553,-0.000191192378829486,0.000644848998990913,-0.00449696558691214,-29.204637217736,0.00230649840584539,"bacon_resid"
"venue_4__base__R","venue_4__base","R",26502,"4","Guaranteed Rate Field","CHW",-0.00430577320808265,0.00221452131727553,0.000162661019904976,0.000644442337630056,-0.00414311218817768,-19.0378927479073,0.00230638474483288,"bacon_resid"
"venue_5150__base__L","venue_5150__base","L",59,"5150","Gocheok Sky Dome","LAD",0.000619165153565382,0.00781596747738442,-4.39383677730973e-06,0.000655198553540847,0.000614771316788073,117.663311720385,0.00784338146159506,"bacon_resid"
"venue_5150__base__R","venue_5150__base","R",64,"5150","Gocheok Sky Dome","LAD",0.000619165153565382,0.00781596747738442,8.49661283540828e-06,0.000655193498711532,0.00062766176640079,118.033673875397,0.00784338103934042,"bacon_resid"
"venue_5325__globe_life__L","venue_5325__globe_life","L",10009,"5325","Globe Life Field","TEX",-0.0025136161657214,0.0027045389976835,-0.000172527585839597,0.000649139027307008,-0.002686143751561,22.8230187161742,0.00278135087084746,"bacon_resid"
"venue_5325__globe_life__R","venue_5325__globe_life","R",13223,"5325","Globe Life Field","TEX",-0.0025136161657214,0.0027045389976835,0.000155871602916949,0.000648882211266702,-0.00235774456280445,32.258425153212,0.00278129094380455,"bacon_resid"
"venue_5340__base__L","venue_5340__base","L",129,"5340","Estadio Alfredo Harp Helu","AZ",0.0134766128310216,0.00747381750433489,3.8818368055692e-05,0.000655129101102864,0.0135154311990773,488.318823252798,0.00750247573986177,"bacon_resid"
"venue_5340__base__R","venue_5340__base","R",197,"5340","Estadio Alfredo Harp Helu","AZ",0.0134766128310216,0.00747381750433489,5.04817551004482e-05,0.000655066586392729,0.013527094586122,488.653930040413,0.00750247028122809,"bacon_resid"
"venue_5355__sutter_health__L","venue_5355__sutter_health","L",158,"5355","Las Vegas Ballpark","ATH",0.0119282039112943,0.00745479639029369,6.46470224063331e-06,0.000655102661180291,0.011934668613535,442.901118259283,0.00748352515312278,"bacon_resid"
"venue_5355__sutter_health__R","venue_5355__sutter_health","R",184,"5355","Las Vegas Ballpark","ATH",0.0119282039112943,0.00745479639029369,7.25751938865442e-05,0.000655079250404148,0.0120007791051809,444.800572885811,0.00748352310379583,"bacon_resid"
"venue_5365__base__L","venue_5365__base","L",12,"5365","TD Ameritrade Park","KCR",-0.0013908884538499,0.00796730618753772,-4.96011566342727e-06,0.000655248034748372,-0.00139584856951333,59.8951549552098,0.0079942052683815,"bacon_resid"
"venue_5365__base__R","venue_5365__base","R",32,"5365","TD Ameritrade Park","KCR",-0.0013908884538499,0.00796730618753772,-4.2563329934148e-06,0.000655227957848898,-0.00139514478684331,59.91537569802,0.00799420362279594,"bacon_resid"
"venue_5381__base__L","venue_5381__base","L",109,"5381","London Stadium","BOS",0.00418097302928334,0.00745283258034145,1.94676359385617e-05,0.000655150476487809,0.0042004406652219,220.685026784312,0.00748157307104871,"bacon_resid"
"venue_5381__base__R","venue_5381__base","R",237,"5381","London Stadium","BOS",0.00418097302928334,0.00745283258034145,8.23675915751681e-06,0.000655035494900562,0.00418920978844085,220.362346672115,0.00748156300315507,"bacon_resid"
"venue_5__base__L","venue_5__base","L",16150,"5","Progressive Field","CLE",-0.0032917424775236,0.0024348170509598,-5.85929895643117e-05,0.000646793724533019,-0.00335033546708791,3.73978403511737,0.0025192610412063,"bacon_resid"
"venue_5__base__R","venue_5__base","R",16677,"5","Progressive Field","CLE",-0.0032917424775236,0.0024348170509598,3.67809057469587e-05,0.000646752192235605,-0.00325496157177664,6.48002060254829,0.00251925037854639,"bacon_resid"
"venue_5__wind_tunnel__L","venue_5__wind_tunnel","L",6128,"5","Progressive Field","CLE",-0.00186555094175579,0.00356196451103797,-6.56291843543919e-05,0.000651990433293862,-0.00193118012611019,44.5142679494018,0.0036211438390377,"bacon_resid"
"venue_5__wind_tunnel__R","venue_5__wind_tunnel","R",4539,"5","Progressive Field","CLE",-0.00186555094175579,0.00356196451103797,5.3267478119938e-05,0.000652243428111244,-0.00181228346363586,47.9303492701271,0.00362118939954931,"bacon_resid"
"venue_6130__base__L","venue_6130__base","L",16,"6130","Bristol Motor Speedway","CIN",-0.000567633061929403,0.00796299483150402,-4.05852474161329e-06,0.00065524312475719,-0.000571691586671017,83.5744342204361,0.00798990802444568,"bacon_resid"
"venue_6130__base__R","venue_6130__base","R",28,"6130","Bristol Motor Speedway","CIN",-0.000567633061929403,0.00796299483150402,2.97215948864512e-07,0.000655230452790177,-0.000567335845980539,83.6995812523292,0.00798990698524228,"bacon_resid"
"venue_680__base__L","venue_680__base","L",19137,"680","T-Mobile Park","SEA",-0.0130892591621781,0.00223082370178611,-0.000165306497604136,0.000644731038304342,-0.0132545656597823,-280.823760923366,0.00232212241283781,"bacon_resid"
"venue_680__base__R","venue_680__base","R",23427,"680","T-Mobile Park","SEA",-0.0130892591621781,0.00223082370178611,7.85730973142314e-05,0.000644539127484505,-0.0130106860648639,-273.816730520922,0.00232206913663422,"bacon_resid"
"venue_7__base__L","venue_7__base","L",17633,"7","Kauffman Stadium","KCR",-0.00325838407791616,0.00222898281480203,6.57219055268799e-05,0.000644884367454506,-0.00319266217238928,8.26997677213824,0.00232039656870759,"bacon_resid"
"venue_7__base__R","venue_7__base","R",25712,"7","Kauffman Stadium","KCR",-0.00325838407791616,0.00222898281480203,-8.73129464730021e-05,0.000644530652108491,-0.00334569702438916,3.87305352419057,0.0023202982890547,"bacon_resid"
"venue_7__walls_in__L","venue_7__walls_in","L",1347,"7","Kauffman Stadium","KCR",0.00203825266383402,0.00542453930997387,8.56143392324926e-05,0.000654252804455025,0.00212386700306651,161.02191807484,0.00546385152228619,"bacon_resid"
"venue_7__walls_in__R","venue_7__walls_in","R",1472,"7","Kauffman Stadium","KCR",0.00203825266383402,0.00542453930997387,-7.21082590188661e-05,0.000654200908658857,0.00196614440481515,156.490308772022,0.00546384530841988,"bacon_resid"
"venue_10__base__L","venue_10__base","L",14507,"10","Oakland Coliseum","ATH",-0.00637420989521873,0.0017570245244701,-0.000536274616672124,0.00154438290599112,-0.00691048451189086,-110.81354098475,0.00233928487788618,"hr_resid"
